StockCode,Recency,Frequency,Monetary,R,F,M,RFM_Score,LoyalCustomer,Predicted_LoyalCustomer
79160,1,52,818.93,1,2,3,6,0,0
79161A,17,2,5.9,3,1,1,5,0,0
79163,83,38,631.71,4,2,2,8,0,0
79164,32,20,704.9100000000001,4,2,3,9,1,1
79190A,1,64,180.62,1,2,2,5,0,0
79190B,1,59,295.08,1,2,2,5,0,0
79190D,7,47,126.97999999999999,3,2,1,6,0,0
79191B,1,31,148.5,1,2,2,5,0,0
79191C,2,78,946.8299999999999,2,3,3,8,0,0
79191D,1,17,47.809999999999995,1,2,1,4,0,0
79192A,310,2,3.75,4,1,1,6,0,0
79302M,1,62,1037.54,1,2,3,6,0,0
79320,338,1,4.95,4,1,1,6,0,0
79321,1,667,54467.46,1,4,4,9,1,1
79323B,301,3,108.0,4,1,1,6,0,0
79323P,301,3,81.0,4,1,1,6,0,0
79323W,324,1,54.0,4,1,1,6,0,0
79329,243,2,12.18,4,1,1,6,0,0
79331,247,3,17.5,4,1,1,6,0,0
79336,98,3,13.680000000000003,4,1,1,6,0,0
79337,154,11,262.24,4,1,2,7,0,0
79403,7,15,85.52,3,1,1,5,0,0
79406,2,8,34.12,2,1,1,4,0,0
81950B,114,8,33.93,4,1,1,6,0,0
81950V,149,6,8.889999999999999,4,1,1,6,0,0
81952B,136,9,38.0,4,1,1,6,0,0
81952V,12,24,69.73,3,2,1,6,0,0
81953B,145,3,2.09,4,1,1,6,0,0
81953P,142,3,5.32,4,1,1,6,0,0
82001S,2,131,5775.74,2,3,4,9,1,1
82001s,1,27,910.12,1,2,3,6,0,0
82011A,26,12,67.5,3,1,1,5,0,0
82011B,16,21,146.85,3,2,2,7,0,0
82011C,16,20,172.05,3,2,2,7,0,0
82095,157,30,356.11,4,2,2,8,0,0
82482,1,1118,23694.81,1,4,4,9,1,1
82483,2,583,16480.77,2,4,4,10,1,1
82484,1,696,36201.17,1,4,4,9,1,1
82486,1,626,19053.12,1,4,4,9,1,1
82494L,1,926,20551.74,1,4,4,9,1,1
82494l,2,61,2211.6,2,2,3,7,0,0
82551,1,354,4548.09,1,4,4,9,1,1
82552,1,364,4680.63,1,4,4,9,1,1
82567,1,291,1412.27,1,4,3,8,0,0
82578,2,306,1225.5500000000002,2,4,3,9,1,1
82580,1,636,3601.31,1,4,4,9,1,1
82581,1,410,2167.05,1,4,3,8,0,0
82582,1,441,8902.890000000001,1,4,4,9,1,1
82583,1,617,17180.52,1,4,4,9,1,1
82599,216,141,1217.73,4,3,3,10,1,1
82600,1,549,12908.580000000002,1,4,4,9,1,1
82605,267,3,29.400000000000002,4,1,1,6,0,0
82613A,148,18,93.63,4,2,1,7,0,0
82613B,3,112,509.89,2,3,2,7,0,0
82613C,7,97,453.03,3,3,2,8,0,0
82613D,3,112,543.89,2,3,2,7,0,0
82613a,184,1,2.46,4,1,1,6,0,0
82613b,154,4,9.94,4,1,1,6,0,0
82613c,44,4,12.399999999999999,4,1,1,6,0,0
82615,373,1,91.8,4,1,1,6,0,0
82616B,2,74,516.94,2,3,2,7,0,0
82616C,2,86,505.19,2,3,2,7,0,0
84006,1,106,850.4,1,3,3,7,0,0
84012,1,116,1385.99,1,3,3,7,0,0
84016,86,2,12.16,4,1,1,6,0,0
84029E,1,435,22401.43,1,4,4,9,1,1
84029G,1,463,16222.04,1,4,4,9,1,1
84030E,1,336,6465.69,1,4,4,9,1,1
84030e,2,41,877.76,2,2,3,7,0,0
84031A,1,166,2000.16,1,3,3,7,0,0
84031B,1,144,1481.32,1,3,3,7,0,0
84031a,39,1,16.63,4,1,1,6,0,0
84031b,39,1,16.63,4,1,1,6,0,0
84032A,1,315,3473.48,1,4,4,9,1,1
84032B,1,259,2563.94,1,4,4,9,1,1
84033,86,7,37.95,4,1,1,6,0,0
84050,39,259,4784.48,4,4,4,12,1,1
84051,4,25,216.06,3,2,2,7,0,0
84077,1,540,14095.769999999999,1,4,4,9,1,1
84078A,2,163,17611.55,2,3,4,9,1,1
84086B,3,8,50.150000000000006,2,1,1,4,0,0
84086C,9,53,634.07,3,2,2,7,0,0
84192,5,25,143.75,3,2,2,7,0,0
84199,4,31,29.19,3,2,1,6,0,0
84201B,15,2,2.47,3,1,1,5,0,0
84201C,104,1,0.95,4,1,1,6,0,0
84206A,15,3,4.5600000000000005,3,1,1,5,0,0
84206B,20,1,0.95,3,1,1,5,0,0
84206C,15,2,1.52,3,1,1,5,0,0
84212,3,111,4934.87,2,3,4,9,1,1
84218,254,41,223.10999999999999,4,2,2,8,0,0
84226,185,10,36.21,4,1,1,6,0,0
84227,270,1,0.42,4,1,1,6,0,0
84228,11,28,124.50999999999999,3,2,1,6,0,0
84231,36,20,72.63,4,2,1,7,0,0
84247E,6,50,460.79,3,2,2,7,0,0
84247G,148,32,158.63,4,2,2,8,0,0
84247K,54,10,100.30000000000001,4,1,1,6,0,0
84247L,235,19,62.06,4,2,1,7,0,0
84247N,12,18,64.9,3,2,1,6,0,0
84249A,1,27,80.46,1,2,1,4,0,0
84251B,75,54,73.06,4,2,1,7,0,0
84251C,127,40,53.88,4,2,1,7,0,0
84251G,2,53,74.7,2,2,1,5,0,0
84270,368,4,3.5700000000000003,4,1,1,6,0,0
84279B,176,72,812.2,4,3,3,10,1,1
84279P,8,133,1636.96,3,3,3,9,1,1
84306,262,9,88.22,4,1,1,6,0,0
84313B,253,39,518.61,4,2,2,8,0,0
84313C,191,43,1165.9099999999999,4,2,3,9,1,1
84341B,24,40,282.38,3,2,2,7,0,0
84347,1,453,26785.43,1,4,4,9,1,1
84352,79,26,645.15,4,2,2,8,0,0
84356,1,82,2124.15,1,3,3,7,0,0
84358,123,13,312.7,4,1,2,7,0,0
84360,4,20,434.12,3,2,2,7,0,0
84375,1,519,9431.45,1,4,4,9,1,1
84378,1,689,8630.9,1,4,4,9,1,1
84380,1,696,8260.21,1,4,4,9,1,1
84387A,142,1,21.45,4,1,1,6,0,0
84388,234,6,13.14,4,1,1,6,0,0
84402B,141,3,48.19,4,1,1,6,0,0
84406B,4,290,7819.820000000001,3,4,4,11,1,1
84415A,169,2,15.0,4,1,1,6,0,0
84415B,185,3,20.0,4,1,1,6,0,0
84422,84,16,262.89,4,1,2,7,0,0
84429A,1,21,185.45000000000002,1,2,2,5,0,0
84452,51,17,66.3,4,2,1,7,0,0
84457,30,26,113.41,3,2,1,6,0,0
84459A,22,94,1149.07,3,3,3,9,1,1
84459B,246,91,1079.67,4,3,3,10,1,1
84461,233,15,119.85,4,1,1,6,0,0
84462,239,6,15.0,4,1,1,6,0,0
84465,36,7,29.5,4,1,1,6,0,0
84466,148,10,57.5,4,1,1,6,0,0
84497,24,7,48.75,3,1,1,5,0,0
84499,340,2,5.949999999999999,4,1,1,6,0,0
84507B,94,22,118.72999999999999,4,2,1,7,0,0
84507C,48,30,193.57999999999998,4,2,2,8,0,0
84508A,80,37,3450.6000000000004,4,2,4,10,1,1
84508B,12,31,160.64999999999998,3,2,2,7,0,0
84508C,22,25,157.5,3,2,2,7,0,0
84509A,1,233,3451.03,1,4,4,9,1,1
84509B,1,79,806.04,1,3,3,7,0,0
84509C,4,51,502.69,3,2,2,7,0,0
84509E,2,23,183.45,2,2,2,6,0,0
84509G,1,66,950.49,1,3,3,7,0,0
84509a,1,68,775.84,1,3,3,7,0,0
84509b,27,4,37.3,3,1,1,5,0,0
84509c,5,27,322.22,3,2,2,7,0,0
84509g,213,2,14.92,4,1,1,6,0,0
84510A,1,240,1637.82,1,4,3,8,0,0
84510C,4,54,213.82999999999998,3,2,2,7,0,0
84510E,4,16,48.29,3,1,1,5,0,0
84510a,165,40,130.48,4,2,2,8,0,0
84510c,5,23,98.7,3,2,1,6,0,0
84510e,239,1,2.46,4,1,1,6,0,0
84519A,1,88,905.55,1,3,3,7,0,0
84519B,1,126,774.55,1,3,3,7,0,0
84520B,281,80,508.36999999999995,4,3,2,9,1,1
84522,17,12,36.76,3,1,1,5,0,0
84527,15,8,95.1,3,1,1,5,0,0
84531A,235,29,76.69,4,2,1,7,0,0
84531B,235,28,87.56,4,2,1,7,0,0
84534B,324,10,50.72,4,1,1,6,0,0
84534b,353,2,3.32,4,1,1,6,0,0
84535A,215,21,186.56,4,2,2,8,0,0
84535B,2,157,911.95,2,3,3,8,0,0
84536A,1,342,1423.34,1,4,3,8,0,0
84536B,3,180,908.3,2,4,3,9,1,1
84536a,19,4,11.060000000000002,3,1,1,5,0,0
84536b,365,1,4.050000000000001,4,1,1,6,0,0
84539,153,2,42.9,4,1,1,6,0,0
84548,154,4,36.3,4,1,1,6,0,0
84549,31,7,69.38,3,1,1,5,0,0
84550,14,1,1.65,3,1,1,5,0,0
84551,64,2,21.449999999999996,4,1,1,6,0,0
84558A,5,81,996.2600000000001,3,3,3,9,1,1
84558a,1,5,29.310000000000002,1,1,1,3,0,0
84559A,1,94,375.60999999999996,1,3,2,6,0,0
84559B,37,56,220.69,4,2,2,8,0,0
84559a,166,22,48.379999999999995,4,2,1,7,0,0
84559b,80,20,38.33,4,2,1,7,0,0
84562A,292,3,23.85,4,1,1,6,0,0
84563A,207,35,369.84000000000003,4,2,2,8,0,0
84563B,174,38,358.1,4,2,2,8,0,0
84568,1,147,2923.13,1,3,4,8,0,0
84569A,4,65,355.84,3,2,2,7,0,0
84569B,263,19,119.65,4,2,1,7,0,0
84569C,259,1,1.25,4,1,1,6,0,0
84569D,1,98,561.87,1,3,2,6,0,0
84575A,234,5,45.25,4,1,1,6,0,0
84576,143,17,148.32,4,2,2,8,0,0
84580,2,165,1486.18,2,3,3,8,0,0
84581,5,90,717.21,3,3,3,9,1,1
84584,152,30,314.51,4,2,2,8,0,0
84592,9,22,241.24000000000004,3,2,2,7,0,0
84593,277,1,14.750000000000002,4,1,1,6,0,0
84595E,129,23,157.97,4,2,2,8,0,0
84596B,1,523,2577.24,1,4,4,9,1,1
84596E,253,79,412.1,4,3,2,9,1,1
84596F,1,436,1958.72,1,4,3,8,0,0
84596G,1,245,949.92,1,4,3,8,0,0
84596J,201,68,296.45,4,3,2,9,1,1
84596L,83,172,629.8,4,4,2,10,1,1
84596b,353,5,17.57,4,1,1,6,0,0
84596e,360,6,25.099999999999998,4,1,1,6,0,0
84596f,5,12,39.36,3,1,1,5,0,0
84596g,296,1,7.38,4,1,1,6,0,0
84596l,198,1,2.46,4,1,1,6,0,0
84597B,174,5,51.25,4,1,1,6,0,0
84597C,190,13,57.5,4,1,1,6,0,0
84598,1,100,606.52,1,3,2,6,0,0
84600,1,26,454.84000000000003,1,2,2,5,0,0
84609,4,21,787.59,3,2,3,8,0,0
84613A,310,3,27.900000000000002,4,1,1,6,0,0
84613C,367,1,4.65,4,1,1,6,0,0
84614A,371,1,11.9,4,1,1,6,0,0
84616,18,11,594.17,3,1,2,6,0,0
84617,25,3,38.25,3,1,1,5,0,0
84620,359,1,11.9,4,1,1,6,0,0
84625A,2,44,628.78,2,2,2,6,0,0
84625C,67,40,578.06,4,2,2,8,0,0
84629,116,11,154.95,4,1,2,7,0,0
84631,162,26,372.38,4,2,2,8,0,0
84632,141,6,419.65000000000003,4,1,2,7,0,0
84637,77,83,619.59,4,3,2,9,1,1
84638,51,37,331.5,4,2,2,8,0,0
84658,3,22,426.13,2,2,2,6,0,0
84659A,19,90,678.8199999999999,3,3,2,8,0,0
84660A,67,44,787.99,4,2,3,9,1,1
84660B,99,40,734.86,4,2,3,9,1,1
84660C,93,45,693.32,4,2,2,8,0,0
84660a,171,2,29.84,4,1,1,6,0,0
84660b,94,2,15.08,4,1,1,6,0,0
84660c,121,16,134.92,4,1,2,7,0,0
84661A,2,20,167.79,2,2,2,6,0,0
84661B,2,29,300.24,2,2,2,6,0,0
84661C,3,14,104.84,2,1,1,4,0,0
84661a,206,1,4.96,4,1,1,6,0,0
84661b,54,1,4.96,4,1,1,6,0,0
84663A,19,37,383.23,3,2,2,7,0,0
84665,18,20,743.75,3,2,3,8,0,0
84666,234,4,94.80000000000001,4,1,1,6,0,0
84673A,15,43,63.720000000000006,3,2,1,6,0,0
84673B,4,66,156.63,3,3,2,8,0,0
84674,4,48,481.70000000000005,3,2,2,7,0,0
84675,326,2,26.55,4,1,1,6,0,0
84678,262,15,252.08999999999997,4,1,2,7,0,0
84679,4,2,55.7,3,1,1,5,0,0
84683,220,12,162.20000000000002,4,1,2,7,0,0
84685,202,22,181.08,4,2,2,8,0,0
84686,152,8,66.39,4,1,1,6,0,0
84687,25,34,528.23,3,2,2,7,0,0
84688,149,17,258.32,4,2,2,8,0,0
84689,220,2,9.95,4,1,1,6,0,0
84691,193,4,174.5,4,1,2,7,0,0
84692,1,586,4342.5,1,4,4,9,1,1
84705C,220,1,15.0,4,1,1,6,0,0
84706D,202,4,29.599999999999998,4,1,1,6,0,0
84706F,12,10,47.2,3,1,1,5,0,0
84707A,1,45,695.23,1,2,3,6,0,0
84707B,1,18,210.54999999999998,1,2,2,5,0,0
84708B,2,19,326.35,2,2,2,6,0,0
84709B,166,11,119.0,4,1,1,6,0,0
84711A,6,17,221.79999999999998,3,2,2,7,0,0
84711B,2,13,186.64,2,1,2,5,0,0
84712B,9,20,231.56,3,2,2,7,0,0
84715,240,3,47.2,4,1,1,6,0,0
84723,123,6,97.95,4,1,1,6,0,0
84725,78,18,39.65,4,2,1,7,0,0
84731,131,2,2.04,4,1,1,6,0,0
84732B,113,2,8.58,4,1,1,6,0,0
84732D,113,2,4.29,4,1,1,6,0,0
84741C,226,14,117.0,4,1,1,6,0,0
84743C,253,1,1.25,4,1,1,6,0,0
84744,24,20,140.02,3,2,2,7,0,0
84745A,227,5,13.44,4,1,1,6,0,0
84745B,227,5,13.44,4,1,1,6,0,0
84746,142,9,38.31,4,1,1,6,0,0
84748,10,61,585.86,3,2,2,7,0,0
84750A,246,3,99.44999999999999,4,1,1,6,0,0
84750B,234,13,55.379999999999995,4,1,1,6,0,0
84751B,242,9,39.480000000000004,4,1,1,6,0,0
84754,77,63,878.16,4,2,3,9,1,1
84755,1,633,10563.1,1,4,4,9,1,1
84760S,211,8,62.349999999999994,4,1,1,6,0,0
84763,196,57,748.34,4,2,3,9,1,1
84766,36,17,377.95,4,2,2,8,0,0
84773,369,1,8.850000000000001,4,1,1,6,0,0
84789,141,48,644.47,4,2,2,8,0,0
84792,1,245,4093.6600000000003,1,4,4,9,1,1
84795B,32,48,1390.64,4,2,3,9,1,1
84795C,312,1,15.9,4,1,1,6,0,0
84795b,9,14,266.78,3,1,2,6,0,0
84796A,7,43,568.13,3,2,2,7,0,0
84796B,32,124,2393.5899999999997,4,3,4,11,1,1
84796a,108,12,141.10999999999999,4,1,2,7,0,0
84798A,72,5,89.25,4,1,1,6,0,0
84798B,171,4,38.25,4,1,1,6,0,0
84799,240,12,195.64,4,1,2,7,0,0
84800L,189,23,679.9200000000001,4,2,2,8,0,0
84800M,104,12,179.38,4,1,2,7,0,0
84800S,89,10,130.07,4,1,2,7,0,0
84801A,17,5,96.60000000000001,3,1,1,5,0,0
84801B,247,3,46.2,4,1,1,6,0,0
84802A,355,1,3.38,4,1,1,6,0,0
84802B,284,1,6.76,4,1,1,6,0,0
84803A,299,1,5.07,4,1,1,6,0,0
84803B,121,5,33.8,4,1,1,6,0,0
84804A,4,8,180.58,3,1,2,6,0,0
84804B,2,6,188.37000000000003,2,1,2,5,0,0
84805A,4,4,60.0,3,1,1,5,0,0
84805B,2,3,52.5,2,1,1,4,0,0
84806A,2,11,96.88999999999999,2,1,1,4,0,0
84806B,4,20,411.55999999999995,3,2,2,7,0,0
84809A,171,9,119.70000000000002,4,1,1,6,0,0
84809B,288,1,37.800000000000004,4,1,1,6,0,0
84813,3,39,1397.74,2,2,3,7,0,0
84816,112,15,759.0500000000001,4,1,3,8,0,0
84817,1,61,788.34,1,2,3,6,0,0
84818,40,106,1563.05,4,3,3,10,1,1
84819,1,64,968.79,1,2,3,6,0,0
84820,1,32,508.43,1,2,2,5,0,0
84821,1,41,427.54999999999995,1,2,2,5,0,0
84823,305,25,890.4000000000001,4,2,3,9,1,1
84824,19,2,31.9,3,1,1,5,0,0
84826,2,32,442.93,2,2,2,6,0,0
84827,5,14,154.39,3,1,2,6,0,0
84828,1,183,1571.3600000000001,1,4,3,8,0,0
84832,1,269,2723.75,1,4,4,9,1,1
84836,1,537,7470.57,1,4,4,9,1,1
84839,243,1,5.55,4,1,1,6,0,0
84840,260,7,93.44,4,1,1,6,0,0
84842,13,9,52.5,3,1,1,5,0,0
84843,2,49,975.75,2,2,3,7,0,0
84846A,60,13,128.14000000000001,4,1,1,6,0,0
84847,130,11,78.75,4,1,1,6,0,0
84849A,9,54,371.38,3,2,2,7,0,0
84849B,142,77,480.52,4,3,2,9,1,1
84849D,8,116,896.18,3,3,3,9,1,1
84854,374,1,24.75,4,1,1,6,0,0
84856L,267,2,17.82,4,1,1,6,0,0
84856S,240,2,22.41,4,1,1,6,0,0
84857B,141,2,50.699999999999996,4,1,1,6,0,0
84857C,157,11,234.28,4,1,2,7,0,0
84858C,241,6,261.68,4,1,2,7,0,0
84859A,1,35,272.99,1,2,2,5,0,0
84859B,1,11,66.75999999999999,1,1,1,3,0,0
84859C,5,22,180.51999999999998,3,2,2,7,0,0
84865,161,14,152.11,4,1,2,7,0,0
84870B,16,26,149.82999999999998,3,2,2,7,0,0
84870C,40,28,146.05,4,2,2,8,0,0
84872A,136,32,450.08,4,2,2,8,0,0
84872a,228,21,282.15,4,2,2,8,0,0
84873A,191,2,33.9,4,1,1,6,0,0
84874B,130,14,67.50999999999999,4,1,1,6,0,0
84875B,3,20,203.51,2,2,2,6,0,0
84875D,77,8,63.75,4,1,1,6,0,0
84876B,9,33,318.31,3,2,2,7,0,0
84876D,89,16,221.25,4,1,2,7,0,0
84877A,179,4,58.16,4,1,1,6,0,0
84877B,9,21,210.56,3,2,2,7,0,0
84877D,75,18,152.18,4,2,2,8,0,0
84879,1,1467,59230.13,1,4,4,9,1,1
84880,2,78,2082.84,2,3,3,8,0,0
84881,146,7,88.91999999999999,4,1,1,6,0,0
84882,9,18,157.34,3,2,2,7,0,0
84884A,3,79,1205.86,2,3,3,8,0,0
84884a,3,26,317.71999999999997,2,2,2,6,0,0
84898F,260,19,98.63000000000001,4,2,1,7,0,0
84905,163,20,173.48,4,2,2,8,0,0
84906,191,13,124.97,4,1,1,6,0,0
84907,79,23,180.93,4,2,2,8,0,0
84910A,142,17,192.14,4,2,2,8,0,0
84912A,79,74,560.62,4,3,2,9,1,1
84912B,4,160,1136.6,3,3,3,9,1,1
84913A,32,124,952.83,4,3,3,10,1,1
84913B,7,86,754.07,3,3,3,9,1,1
84915,3,23,372.33,2,2,2,6,0,0
84916,220,29,453.39,4,2,2,8,0,0
84917,198,27,466.3,4,2,2,8,0,0
84919,79,29,381.78000000000003,4,2,2,8,0,0
84920,2,48,453.73,2,2,2,6,0,0
84921,51,5,41.25,4,1,1,6,0,0
84922,7,6,42.29,3,1,1,5,0,0
84923,1,98,671.62,1,3,2,6,0,0
84924A,7,33,348.59000000000003,3,2,2,7,0,0
84924F,133,3,7.9,4,1,1,6,0,0
84925D,170,10,38.25,4,1,1,6,0,0
84925F,131,14,112.47999999999999,4,1,1,6,0,0
84926A,9,35,210.51999999999998,3,2,2,7,0,0
84926D,3,34,276.53,2,2,2,6,0,0
84926E,4,39,334.76,3,2,2,7,0,0
84926F,3,29,202.17999999999998,2,2,2,6,0,0
84927A,108,19,70.84,4,2,1,7,0,0
84927D,137,15,56.45,4,1,1,6,0,0
84927E,145,14,84.36,4,1,1,6,0,0
84927F,3,45,184.9,2,2,2,6,0,0
84929,15,69,806.0500000000001,3,3,3,9,1,1
84931A,10,51,322.53999999999996,3,2,2,7,0,0
84931B,4,50,439.38,3,2,2,7,0,0
84944,35,85,1217.61,4,3,3,10,1,1
84945,1,366,8852.09,1,4,4,9,1,1
84946,1,932,26262.59,1,4,4,9,1,1
84947,1,357,10335.560000000001,1,4,4,9,1,1
84949,1,325,8054.789999999999,1,4,4,9,1,1
84950,2,124,2310.9300000000003,2,3,4,9,1,1
84951A,4,94,572.76,3,3,2,8,0,0
84951B,2,82,554.78,2,3,2,7,0,0
84952A,25,26,264.46999999999997,3,2,2,7,0,0
84952B,3,30,343.39,2,2,2,6,0,0
84952C,60,12,255.0,4,1,2,7,0,0
84963A,370,1,171.8,4,1,2,7,0,0
84963B,127,1,149.85000000000002,4,1,2,7,0,0
84968A,5,101,3266.7999999999997,3,3,4,10,1,1
84968B,248,2,25.5,4,1,1,6,0,0
84968C,17,106,3636.99,3,3,4,10,1,1
84968D,2,56,1674.22,2,2,3,7,0,0
84968E,2,44,1522.53,2,2,3,7,0,0
84968F,27,65,1905.6799999999998,3,2,3,8,0,0
84968a,39,3,125.32999999999998,4,1,1,6,0,0
84968d,67,3,74.88,4,1,1,6,0,0
84968e,1,6,200.21,1,1,2,4,0,0
84968f,353,1,25.49,4,1,1,6,0,0
84969,3,212,2398.02,2,4,4,10,1,1
84970L,1,458,6424.17,1,4,4,9,1,1
84970S,1,543,7692.61,1,4,4,9,1,1
84970l,3,50,418.98,2,2,2,6,0,0
84970s,1,66,496.49,1,3,2,6,0,0
84971S,1,173,1562.55,1,4,3,8,0,0
84971l,14,1,4.92,3,1,1,5,0,0
84974,39,28,398.0,4,2,2,8,0,0
84975,366,2,8.45,4,1,1,6,0,0
84976,1,39,457.21000000000004,1,2,2,5,0,0
84977,267,1,1.25,4,1,1,6,0,0
84978,1,758,16684.12,1,4,4,9,1,1
84984A,32,6,88.35000000000001,4,1,1,6,0,0
84984B,32,5,79.05000000000001,4,1,1,6,0,0
84984D,32,4,60.45,4,1,1,6,0,0
84985A,283,19,68.15,4,2,1,7,0,0
84987,4,337,4495.82,3,4,4,11,1,1
84988,2,512,6691.549999999999,2,4,4,10,1,1
84989A,4,17,15.400000000000002,3,2,1,6,0,0
84989a,108,25,87.51,4,2,1,7,0,0
84990,215,2,1.1,4,1,1,6,0,0
84991,1,836,9279.42,1,4,4,9,1,1
84992,1,619,6617.47,1,4,4,9,1,1
84993A,1,55,159.69,1,2,2,5,0,0
84993B,123,18,24.36,4,2,1,7,0,0
84993a,5,19,26.56,3,2,1,6,0,0
84997A,1,263,9983.83,1,4,4,9,1,1
84997B,1,373,16173.470000000001,1,4,4,9,1,1
84997C,1,337,14524.08,1,4,4,9,1,1
84997D,1,476,19845.25,1,4,4,9,1,1
84997a,1,65,878.7399999999999,1,2,3,6,0,0
84997b,1,67,3052.9199999999996,1,3,4,8,0,0
84997c,1,62,2374.4399999999996,1,2,4,7,0,0
84997d,1,73,2657.79,1,3,4,8,0,0
85006,226,9,57.25,4,1,1,6,0,0
85008,243,8,66.12,4,1,1,6,0,0
85014A,4,279,6720.370000000001,3,4,4,11,1,1
85014B,1,352,10993.85,1,4,4,9,1,1
85014a,11,14,225.32000000000002,3,1,2,6,0,0
85014b,2,23,313.06,2,2,2,6,0,0
85015,1,143,1719.8400000000001,1,3,3,7,0,0
85016,193,42,560.11,4,2,2,8,0,0
85017A,250,8,13.58,4,1,1,6,0,0
85017B,31,159,610.49,3,3,2,8,0,0
85017C,211,10,27.02,4,1,1,6,0,0
85018D,329,7,30.599999999999998,4,1,1,6,0,0
85019A,2,33,564.35,2,2,2,6,0,0
85019B,2,36,682.97,2,2,2,6,0,0
85019C,184,12,321.72,4,1,2,7,0,0
85020,4,22,188.81,3,2,2,7,0,0
85023B,5,15,389.1,3,1,2,6,0,0
85023C,334,1,2.55,4,1,1,6,0,0
85024B,5,12,289.65,3,1,2,6,0,0
85024C,17,10,21.45,3,1,1,5,0,0
85025B,2,39,560.0699999999999,2,2,2,6,0,0
85025C,107,40,524.2099999999999,4,2,2,8,0,0
85026B,1,11,70.27,1,1,1,3,0,0
85027L,234,19,170.25,4,2,2,8,0,0
85028L,246,4,19.5,4,1,1,6,0,0
85028S,246,8,51.599999999999994,4,1,1,6,0,0
85030,246,6,29.25,4,1,1,6,0,0
85031A,240,7,45.9,4,1,1,6,0,0
85031B,358,1,4.95,4,1,1,6,0,0
85031C,359,1,14.850000000000001,4,1,1,6,0,0
85032A,2,135,777.1400000000001,2,3,3,8,0,0
85032B,2,133,747.7900000000001,2,3,3,8,0,0
85032C,1,141,727.64,1,3,3,7,0,0
85032D,64,94,569.14,4,3,2,9,1,1
85034A,17,77,935.9,3,3,3,9,1,1
85034B,2,120,1633.78,2,3,3,8,0,0
85034C,3,163,1878.0,2,3,3,8,0,0
85034a,31,3,24.869999999999997,3,1,1,5,0,0
85034b,14,1,8.29,3,1,1,5,0,0
85035A,44,84,820.55,4,3,3,10,1,1
85035B,43,70,1058.35,4,3,3,10,1,1
85035C,12,130,1779.41,3,3,3,9,1,1
85035a,353,2,16.94,4,1,1,6,0,0
85035b,353,1,8.47,4,1,1,6,0,0
85035c,367,1,8.47,4,1,1,6,0,0
85036A,24,61,760.6,3,2,3,8,0,0
85036B,22,50,634.9300000000001,3,2,2,7,0,0
85036C,16,87,1337.1100000000001,3,3,3,9,1,1
85036a,150,1,16.58,4,1,1,6,0,0
85036b,372,1,8.47,4,1,1,6,0,0
85038,1,142,2179.6600000000003,1,3,3,7,0,0
85039A,1,163,1015.5699999999999,1,3,3,7,0,0
85039B,1,172,1174.6299999999999,1,4,3,8,0,0
85039C,2,68,267.41999999999996,2,3,2,7,0,0
85039a,2,29,131.81,2,2,2,6,0,0
85040A,1,172,1638.6699999999998,1,4,3,8,0,0
85040B,242,38,236.06999999999996,4,2,2,8,0,0
85040a,9,21,105.28,3,2,1,6,0,0
85042,337,2,14.850000000000001,4,1,1,6,0,0
85045,38,12,210.9,4,1,2,7,0,0
85047,316,4,37.3,4,1,1,6,0,0
85048,1,283,11218.560000000001,1,4,4,9,1,1
85049A,1,324,3862.36,1,4,4,9,1,1
85049B,317,13,67.5,4,1,1,6,0,0
85049C,1,224,1518.19,1,4,3,8,0,0
85049D,72,107,697.49,4,3,3,10,1,1
85049E,1,411,3809.86,1,4,4,9,1,1
85049F,75,88,477.34,4,3,2,9,1,1
85049G,1,260,2025.44,1,4,3,8,0,0
85049H,1,184,870.35,1,4,3,8,0,0
85049a,1,36,812.84,1,2,3,6,0,0
85049b,80,2,4.92,4,1,1,6,0,0
85049c,17,1,2.46,3,1,1,5,0,0
85049d,213,2,4.92,4,1,1,6,0,0
85049e,1,42,360.71,1,2,2,5,0,0
85049g,1,51,276.42,1,2,2,5,0,0
85053,1,331,3723.4500000000003,1,4,4,9,1,1
85054,11,118,1444.93,3,3,3,9,1,1
85055,326,16,183.71,4,1,2,7,0,0
85059,1,130,1295.61,1,3,3,7,0,0
85061W,1,164,1903.3999999999999,1,3,3,7,0,0
85062,2,161,2455.8999999999996,2,3,4,9,1,1
85063,250,2,46.849999999999994,4,1,1,6,0,0
85064,243,32,985.55,4,2,3,9,1,1
85065,290,1,12.75,4,1,1,6,0,0
85066,1,544,23169.75,1,4,4,9,1,1
85067,330,5,126.64999999999999,4,1,1,6,0,0
85068,367,1,7.95,4,1,1,6,0,0
85071A,4,113,1031.63,3,3,3,9,1,1
85071B,2,126,694.8100000000001,2,3,3,8,0,0
85071C,1,105,428.0,1,3,2,6,0,0
85071D,4,84,249.48999999999998,3,3,2,8,0,0
85078,37,124,696.8,4,3,3,10,1,1
85084,354,7,17.0,4,1,1,6,0,0
85086A,119,50,122.08,4,2,1,7,0,0
85087,63,126,1132.94,4,3,3,10,1,1
85088,9,52,539.03,3,2,2,7,0,0
85089,22,5,41.300000000000004,3,1,1,5,0,0
85092,292,2,40.05,4,1,1,6,0,0
85093,36,88,475.18,4,3,2,9,1,1
85094,1,90,242.32,1,3,2,6,0,0
85095,4,48,243.49,3,2,2,7,0,0
85096,4,16,109.23,3,1,1,5,0,0
85098B,272,1,3.75,4,1,1,6,0,0
